Subject,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
Apr-18,ODOR,Filtering,Filtering_1,1,PEA,745,congruent,V,correct,6390
Apr-18,ODOR,Filtering,Filtering_1,2,Indole,482,congruent,B,correct,2539
Apr-18,ODOR,Filtering,Filtering_1,3,Indole,745,incongruent,B,correct,3366
Apr-18,ODOR,Filtering,Filtering_1,4,PEA,482,incongruent,V,correct,3659
Apr-18,ODOR,Filtering,Filtering_1,5,Indole,482,congruent,V,incorrect,4455
Apr-18,ODOR,Filtering,Filtering_1,6,Indole,745,incongruent,V,incorrect,6896
Apr-18,ODOR,Filtering,Filtering_1,7,PEA,482,incongruent,V,correct,6960
Apr-18,ODOR,Filtering,Filtering_1,8,PEA,745,congruent,V,correct,5408
Apr-18,ODOR,Filtering,Filtering_1,9,Indole,482,congruent,B,correct,3471
Apr-18,ODOR,Filtering,Filtering_1,10,Indole,745,incongruent,V,incorrect,8471
Apr-18,ODOR,Filtering,Filtering_1,11,PEA,745,congruent,V,correct,3036
Apr-18,ODOR,Filtering,Filtering_1,12,PEA,482,incongruent,V,correct,13335
Apr-18,ODOR,Baseline,Baseline_1,1,PEA,482,incongruent,B,incorrect,3725
Apr-18,ODOR,Baseline,Baseline_1,2,Indole,482,congruent,B,correct,1562
Apr-18,ODOR,Baseline,Baseline_1,3,PEA,482,incongruent,V,correct,2231
Apr-18,ODOR,Baseline,Baseline_1,4,Indole,482,congruent,B,correct,2982
Apr-18,ODOR,Baseline,Baseline_1,5,PEA,482,incongruent,V,correct,2145
Apr-18,ODOR,Baseline,Baseline_1,6,Indole,482,congruent,B,correct,7609
Apr-18,ODOR,Baseline,Baseline_1,7,PEA,482,incongruent,V,correct,6844
Apr-18,ODOR,Baseline,Baseline_1,8,Indole,482,congruent,V,incorrect,4129
Apr-18,ODOR,Baseline,Baseline_1,9,PEA,482,incongruent,V,correct,5608
Apr-18,ODOR,Baseline,Baseline_1,10,Indole,482,congruent,B,correct,4004
Apr-18,ODOR,Baseline,Baseline_1,11,PEA,482,incongruent,V,correct,3640
Apr-18,ODOR,Baseline,Baseline_1,12,Indole,482,congruent,B,correct,4086
Apr-18,ODOR,Baseline,Baseline_2,1,PEA,745,congruent,V,correct,2266
Apr-18,ODOR,Baseline,Baseline_2,2,Indole,745,incongruent,B,correct,1859
Apr-18,ODOR,Baseline,Baseline_2,3,PEA,745,congruent,V,correct,1317
Apr-18,ODOR,Baseline,Baseline_2,4,Indole,745,incongruent,B,correct,2571
Apr-18,ODOR,Baseline,Baseline_2,5,PEA,745,congruent,V,correct,2164
Apr-18,ODOR,Baseline,Baseline_2,6,Indole,745,incongruent,B,correct,1962
Apr-18,ODOR,Baseline,Baseline_2,7,PEA,745,congruent,V,correct,7570
Apr-18,ODOR,Baseline,Baseline_2,8,Indole,745,incongruent,B,correct,2720
Apr-18,ODOR,Baseline,Baseline_2,9,Indole,745,incongruent,B,correct,8555
Apr-18,ODOR,Baseline,Baseline_2,10,PEA,745,congruent,V,correct,7772
Apr-18,ODOR,Baseline,Baseline_2,11,Indole,745,incongruent,B,correct,1382
Apr-18,ODOR,Baseline,Baseline_2,12,PEA,745,congruent,V,correct,2631
Apr-18,ODOR,Correlation,Correlation_1,1,Indole,745,incongruent,B,correct,1550
Apr-18,ODOR,Correlation,Correlation_1,2,PEA,482,incongruent,B,incorrect,2311
Apr-18,ODOR,Correlation,Correlation_1,3,PEA,482,incongruent,V,correct,2896
Apr-18,ODOR,Correlation,Correlation_1,4,Indole,745,incongruent,B,correct,9815
Apr-18,ODOR,Correlation,Correlation_1,5,Indole,745,incongruent,B,correct,1328
Apr-18,ODOR,Correlation,Correlation_1,6,PEA,482,incongruent,V,correct,1976
Apr-18,ODOR,Correlation,Correlation_1,7,PEA,482,incongruent,V,correct,1865
Apr-18,ODOR,Correlation,Correlation_1,8,Indole,745,incongruent,B,correct,33970
Apr-18,ODOR,Correlation,Correlation_1,9,Indole,745,incongruent,B,correct,1804
Apr-18,ODOR,Correlation,Correlation_1,10,PEA,482,incongruent,V,correct,2445
Apr-18,ODOR,Correlation,Correlation_1,11,Indole,745,incongruent,B,correct,3129
Apr-18,ODOR,Correlation,Correlation_1,12,PEA,482,incongruent,V,correct,6495
Apr-18,ODOR,Correlation,Correlation_2,1,Indole,482,congruent,B,correct,1447
Apr-18,ODOR,Correlation,Correlation_2,2,PEA,745,congruent,V,correct,1527
Apr-18,ODOR,Correlation,Correlation_2,3,Indole,482,congruent,V,incorrect,8753
Apr-18,ODOR,Correlation,Correlation_2,4,PEA,745,congruent,V,correct,3022
Apr-18,ODOR,Correlation,Correlation_2,5,Indole,482,congruent,B,correct,11229
Apr-18,ODOR,Correlation,Correlation_2,6,PEA,745,congruent,B,incorrect,1474
Apr-18,ODOR,Correlation,Correlation_2,7,Indole,482,congruent,B,correct,2147
Apr-18,ODOR,Correlation,Correlation_2,8,PEA,745,congruent,V,correct,3578
Apr-18,ODOR,Correlation,Correlation_2,9,Indole,482,congruent,B,correct,2531
Apr-18,ODOR,Correlation,Correlation_2,10,PEA,745,congruent,V,correct,2439
Apr-18,ODOR,Correlation,Correlation_2,11,Indole,482,congruent,B,correct,2123
Apr-18,ODOR,Correlation,Correlation_2,12,PEA,745,congruent,V,correct,1976
