=== SUMMARY BY STAGE ===
Subject,Age,Gender,Group,Stage,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Correct_Count,Total_Count,Accuracy_Percent
29-006,29,male,PITCH,Baseline,1149,1039,1259,22,24,92
29-006,29,male,PITCH,Filtering,1578,1613,1543,12,12,100
29-006,29,male,PITCH,Correlation,1140,1098,1182,22,24,92

=== SUMMARY BY BLOCK ===
Subject,Age,Gender,Group,Stage,BlockID,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Total_Block_Time_ms,Correct_Count,Total_Count,Accuracy_Percent
29-006,29,male,PITCH,Baseline,Baseline_1,1206,1034,1348,14023,11,12,92
29-006,29,male,PITCH,Baseline,Baseline_2,1093,1043,1152,12743,11,12,92
29-006,29,male,PITCH,Filtering,Filtering_1,1578,1613,1543,18934,12,12,100
29-006,29,male,PITCH,Correlation,Correlation_1,1098,1098,,12790,11,12,92
29-006,29,male,PITCH,Correlation,Correlation_2,1182,,1182,14422,11,12,92

=== RAW DATA ===
Subject,Age,Gender,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
29-006,29,male,PITCH,Baseline,Baseline_1,1,PEA,482,incongruent,B,correct,1068
29-006,29,male,PITCH,Baseline,Baseline_1,2,PEA,745,congruent,V,correct,636
29-006,29,male,PITCH,Baseline,Baseline_1,3,PEA,745,congruent,V,correct,1201
29-006,29,male,PITCH,Baseline,Baseline_1,4,PEA,482,incongruent,B,correct,1828
29-006,29,male,PITCH,Baseline,Baseline_1,5,PEA,745,congruent,V,correct,1121
29-006,29,male,PITCH,Baseline,Baseline_1,6,PEA,745,congruent,V,correct,1214
29-006,29,male,PITCH,Baseline,Baseline_1,7,PEA,482,incongruent,B,correct,1024
29-006,29,male,PITCH,Baseline,Baseline_1,8,PEA,745,congruent,V,correct,999
29-006,29,male,PITCH,Baseline,Baseline_1,9,PEA,482,incongruent,B,correct,1739
29-006,29,male,PITCH,Baseline,Baseline_1,10,PEA,745,congruent,B,incorrect,761
29-006,29,male,PITCH,Baseline,Baseline_1,11,PEA,482,incongruent,B,correct,1472
29-006,29,male,PITCH,Baseline,Baseline_1,12,PEA,482,incongruent,B,correct,960
29-006,29,male,PITCH,Baseline,Baseline_2,1,Indole,745,incongruent,V,correct,1408
29-006,29,male,PITCH,Baseline,Baseline_2,2,Indole,482,congruent,B,correct,1134
29-006,29,male,PITCH,Baseline,Baseline_2,3,Indole,745,incongruent,V,correct,973
29-006,29,male,PITCH,Baseline,Baseline_2,4,Indole,482,congruent,B,correct,725
29-006,29,male,PITCH,Baseline,Baseline_2,5,Indole,482,congruent,B,correct,1131
29-006,29,male,PITCH,Baseline,Baseline_2,6,Indole,745,incongruent,V,correct,824
29-006,29,male,PITCH,Baseline,Baseline_2,7,Indole,745,incongruent,B,incorrect,724
29-006,29,male,PITCH,Baseline,Baseline_2,8,Indole,482,congruent,B,correct,1005
29-006,29,male,PITCH,Baseline,Baseline_2,9,Indole,745,incongruent,V,correct,1357
29-006,29,male,PITCH,Baseline,Baseline_2,10,Indole,745,incongruent,V,correct,1200
29-006,29,male,PITCH,Baseline,Baseline_2,11,Indole,482,congruent,B,correct,917
29-006,29,male,PITCH,Baseline,Baseline_2,12,Indole,482,congruent,B,correct,1345
29-006,29,male,PITCH,Filtering,Filtering_1,1,Indole,482,congruent,B,correct,1167
29-006,29,male,PITCH,Filtering,Filtering_1,2,PEA,745,congruent,V,correct,3164
29-006,29,male,PITCH,Filtering,Filtering_1,3,Indole,745,incongruent,V,correct,1307
29-006,29,male,PITCH,Filtering,Filtering_1,4,PEA,745,congruent,V,correct,1366
29-006,29,male,PITCH,Filtering,Filtering_1,5,Indole,482,congruent,B,correct,1443
29-006,29,male,PITCH,Filtering,Filtering_1,6,PEA,482,incongruent,B,correct,1362
29-006,29,male,PITCH,Filtering,Filtering_1,7,Indole,745,incongruent,V,correct,1977
29-006,29,male,PITCH,Filtering,Filtering_1,8,Indole,482,congruent,B,correct,1128
29-006,29,male,PITCH,Filtering,Filtering_1,9,Indole,745,incongruent,V,correct,1712
29-006,29,male,PITCH,Filtering,Filtering_1,10,PEA,745,congruent,V,correct,1408
29-006,29,male,PITCH,Filtering,Filtering_1,11,PEA,482,incongruent,B,correct,1659
29-006,29,male,PITCH,Filtering,Filtering_1,12,PEA,482,incongruent,B,correct,1241
29-006,29,male,PITCH,Correlation,Correlation_1,1,PEA,745,congruent,V,correct,1309
29-006,29,male,PITCH,Correlation,Correlation_1,2,Indole,482,congruent,V,incorrect,715
29-006,29,male,PITCH,Correlation,Correlation_1,3,Indole,482,congruent,B,correct,1031
29-006,29,male,PITCH,Correlation,Correlation_1,4,PEA,745,congruent,V,correct,2159
29-006,29,male,PITCH,Correlation,Correlation_1,5,Indole,482,congruent,B,correct,1119
29-006,29,male,PITCH,Correlation,Correlation_1,6,Indole,482,congruent,B,correct,1197
29-006,29,male,PITCH,Correlation,Correlation_1,7,Indole,482,congruent,B,correct,1118
29-006,29,male,PITCH,Correlation,Correlation_1,8,PEA,745,congruent,V,correct,1059
29-006,29,male,PITCH,Correlation,Correlation_1,9,PEA,745,congruent,V,correct,859
29-006,29,male,PITCH,Correlation,Correlation_1,10,Indole,482,congruent,B,correct,720
29-006,29,male,PITCH,Correlation,Correlation_1,11,PEA,745,congruent,V,correct,683
29-006,29,male,PITCH,Correlation,Correlation_1,12,PEA,745,congruent,V,correct,821
29-006,29,male,PITCH,Correlation,Correlation_2,1,Indole,745,incongruent,V,correct,1180
29-006,29,male,PITCH,Correlation,Correlation_2,2,Indole,745,incongruent,V,correct,869
29-006,29,male,PITCH,Correlation,Correlation_2,3,PEA,482,incongruent,B,correct,1308
29-006,29,male,PITCH,Correlation,Correlation_2,4,Indole,745,incongruent,V,correct,1231
29-006,29,male,PITCH,Correlation,Correlation_2,5,PEA,482,incongruent,B,correct,1389
29-006,29,male,PITCH,Correlation,Correlation_2,6,Indole,745,incongruent,V,correct,1161
29-006,29,male,PITCH,Correlation,Correlation_2,7,PEA,482,incongruent,V,incorrect,1416
29-006,29,male,PITCH,Correlation,Correlation_2,8,PEA,482,incongruent,B,correct,1486
29-006,29,male,PITCH,Correlation,Correlation_2,9,Indole,745,incongruent,V,correct,1271
29-006,29,male,PITCH,Correlation,Correlation_2,10,PEA,482,incongruent,B,correct,980
29-006,29,male,PITCH,Correlation,Correlation_2,11,Indole,745,incongruent,V,correct,1054
29-006,29,male,PITCH,Correlation,Correlation_2,12,PEA,482,incongruent,B,correct,1077
